nation	mexico	0.5227925880154923	0.6440316696421029	0.4284947880548658
fruit	kiwifruit	0.42780441945599545	0.5165812672479752	0.4195999317126239
fruit	lime	0.5296116116766122	0.550349495692382	0.4634345184715049
fruit	mango	0.42843116962648564	0.48397353108317104	0.42482239671135036
fruit	melon	0.5489599038997283	0.5883867678405835	0.4349577546372462
fruit	muscat	0.5341919620725213	0.4738220521453935	0.46642829465218255
fruit	orange	0.6606194199030307	0.5623244240380763	0.39432115759571557
fruit	papaya	0.5221184245181398	0.502889594127984	0.46085053455599584
machine	antenna	0.5762592939437662	0.5586728829901076	0.4848989694386512
machine	beeper	0.679603522973788	0.43456982122422144	0.43581554749761137
machine	computer	0.6171622213186303	0.5940531325683264	0.42891185956077255
machine	drill	0.6423388546019487	0.5394548040261586	0.586640096867704
machine	electrode	0.6195767107450437	0.5036867899244433	0.5155225347427814
machine	monitor	0.6968199959091133	0.4837945454778075	0.5904355471850725
machine	motorcycle	0.5821883739501851	0.543371678715855	0.46152616383318795
machine	pager	0.6779558981694437	0.4316931861640447	0.4410311849706912
machine	pda	0.5359392151774243	0.5412271367078946	0.48605175155040603
machine	television	0.634318462920883	0.56349850031203	0.43910262707382464
nation	argentina	0.447418832315341	0.648401637261145	0.4449710040034227
nation	austria	0.48894116255396874	0.6211832761515578	0.48434009393938865
nation	brazil	0.4503005421064832	0.6517536785461986	0.47130857668024984
nation	canada	0.5318761341353022	0.6446871029001787	0.4468694215473761
nation	china	0.49958805007926205	0.599771940581682	0.43960199460267557
nation	croatia	0.4624441552352391	0.6644472370737716	0.4983554771126314
nation	cuba	0.5636447236090188	0.6064898766138687	0.47219667022906076
nation	denmark	0.48346377403104057	0.646084634807724	0.49631567189793474
nation	japan	0.551860105276907	0.6005578598132801	0.5132393650181246
nation	korea	0.4906544629153966	0.6396890003018739	0.4723014160206922
nation	netherlands	0.5399182142806427	0.6112046692688672	0.463410708538162
nation	pakistan	0.5478094388337308	0.6269293690375902	0.48231648509695735
nation	sweden	0.4698183357360939	0.6429951636167535	0.499920514249007
nation	switzerland	0.503815472851653	0.627883690366674	0.47579823609888544
fruit	lemon	0.5073929364985811	0.5423140852994921	0.35820611684447
machine	laptop	0.6142083746412144	0.5032013935842131	0.4470655169148838
machine	trackball	0.572523191929487	0.4555774361756549	0.5668877835246435
nation	russia	0.4986017344654225	0.5919382358880748	0.5321968911142042
fruit	pomegranate	0.5041326479523515	0.5234950774569537	0.39933219913792406
nation	thailand	0.5411271003089944	0.6055265143885333	0.4446583490561758
machine	generator	0.5602639374762713	0.5172932539271202	0.576136154661239
machine	klystron	0.6285178533763899	0.4958905672496748	0.565315012294162
machine	microwave	0.6511294427903977	0.4484270297213354	0.5409673511362454
fruit	plum	0.5321759324154466	0.47565334249232943	0.4358106606099776
fruit	grape	0.533953724961398	0.54250413661121	0.4698083877547584
